CNumber,kinase,inhibition,screen_concentration
329,EPH-B1,12,0.1
66,EPH-B2,44,1
66,EPH-B2,8,10
90,EPH-B2,10,1
90,EPH-B2,10,10
91,EPH-B2,4,10
91,EPH-B2,11,0.1
91,EPH-B2,4,1
172,EPH-B2,35,1
172,EPH-B2,8,10
208,EPH-B2,3,10
219,EPH-B2,23,0.1
219,EPH-B2,6,1
279,EPH-B2,40,1
313,EPH-B2,1,1
313,EPH-B2,1,0.1
328,EPH-B2,1,1
328,EPH-B2,1,0.1
329,EPH-B2,0,1
329,EPH-B2,1,0.1
43,EPH-B3,1,10
63,EPH-B3,37,1
63,EPH-B3,12,10
64,EPH-B3,27,10
64,EPH-B3,40,1
89,EPH-B3,30,0.1
89,EPH-B3,6,1
90,EPH-B3,23,0.1
90,EPH-B3,8,1
90,EPH-B3,5,10
91,EPH-B3,6,10
91,EPH-B3,22,0.1
91,EPH-B3,20,1
130,EPH-B3,9,10
172,EPH-B3,26,1
172,EPH-B3,6,10
208,EPH-B3,7,10
221,EPH-B3,48,100
313,EPH-B3,18,1
313,EPH-B3,9,0.1
328,EPH-B3,1,1
328,EPH-B3,1,0.1
329,EPH-B3,1,1
329,EPH-B3,16,0.1
90,EPH-B4,8,1
90,EPH-B4,6,10
91,EPH-B4,4,10
91,EPH-B4,15,0.1
91,EPH-B4,13,1
172,EPH-B4,37,1
172,EPH-B4,11,10
208,EPH-B4,12,10
328,EPH-B4,3,1
328,EPH-B4,20,0.1
329,EPH-B4,2,1
329,EPH-B4,10,0.1
43,ERK1,17,10
66,ERK1,24,0.1
66,ERK1,8,1
66,ERK1,14,10
133,ERK1,9,1
133,ERK1,8,10
133,ERK1,6,5
208,ERK1,33,10
289,ERK1,38,0.01
289,ERK1,4,0.1
289,ERK1,2,1
294,ERK1,1,10
294,ERK1,1,1
49,ERK2,46,0.1
66,ERK2,44,0.1
66,ERK2,3,1
66,ERK2,2,10
208,ERK2,22,10
216,ERK2,6,10
216,ERK2,29,1
216,ERK2,36,0.1
289,ERK2,22,0.01
289,ERK2,6,0.1
289,ERK2,5,1
294,ERK2,3,10
294,ERK2,8,1
279,ERK5,36,1
294,ERK5,4,10
294,ERK5,9,1
313,ERK5,4,1
313,ERK5,19,0.1
339,ERK5,24,10
339,ERK5,40,1
11,ERK8,37,10
12,ERK8,48,1
12,ERK8,12,10
16,ERK8,7,10
25,ERK8,5,0.1
25,ERK8,2,1
25,ERK8,1,10
35,ERK8,2,10
35,ERK8,49,0.1
35,ERK8,8,1
43,ERK8,20,10
49,ERK8,36,0.1
58,ERK8,44,1
66,ERK8,3,0.1
66,ERK8,1,1
66,ERK8,9,10
91,ERK8,1,10
91,ERK8,1,0.1
91,ERK8,1,1
92,ERK8,42,10
95,ERK8,36,1
95,ERK8,12,50
95,ERK8,10,10
97,ERK8,40,1
97,ERK8,11,10
101,ERK8,0,10
102,ERK8,16,2
102,ERK8,13,10
103,ERK8,47,10
103,ERK8,21,20
114,ERK8,42,1
117,ERK8,38,0.1
117,ERK8,6,1
117,ERK8,2,10
133,ERK8,49,10
133,ERK8,1,5
133,ERK8,2,1
138,ERK8,4,10
138,ERK8,34,1
146,ERK8,32,1
146,ERK8,23,10
146,ERK8,23,0.1
160,ERK8,47,1
160,ERK8,13,10
172,ERK8,1,10
172,ERK8,6,1
177,ERK8,40,0.1
177,ERK8,4,1
181,ERK8,43,0.1
181,ERK8,6,1
208,ERK8,17,10
219,ERK8,22,0.1
219,ERK8,4,1
252,ERK8,20,1
252,ERK8,46,0.1
259,ERK8,47,1
259,ERK8,26,10
279,ERK8,15,1
289,ERK8,48,0.01
289,ERK8,8,0.1
289,ERK8,11,1
294,ERK8,3,10
294,ERK8,3,1
300,ERK8,19,1
300,ERK8,46,0.1
313,ERK8,1,1
313,ERK8,3,0.1
320,ERK8,42,0.1
320,ERK8,8,1
330,ERK8,36,1
339,ERK8,2,10
339,ERK8,8,1
341,ERK8,10,1
343,ERK8,34,1
344,ERK8,40,1
349,ERK8,38,1
352,ERK8,49,1
355,ERK8,16,1
356,ERK8,18,1
10,FGF-R1,46,1
23,FGF-R1,44,1
23,FGF-R1,13,10
25,FGF-R1,17,0.1
25,FGF-R1,2,1
25,FGF-R1,1,10
43,FGF-R1,6,10
52,FGF-R1,49,1
53,FGF-R1,34,1
64,FGF-R1,49,10
64,FGF-R1,49,1
91,FGF-R1,11,10
91,FGF-R1,47,0.1
91,FGF-R1,43,1
96,FGF-R1,13,10
96,FGF-R1,40,1
115,FGF-R1,40,1
115,FGF-R1,20,10
119,FGF-R1,21,10
119,FGF-R1,37,1
133,FGF-R1,29,10
133,FGF-R1,24,1
133,FGF-R1,4,5
149,FGF-R1,2,10
149,FGF-R1,30,0.1
149,FGF-R1,10,1
156,FGF-R1,14,10
156,FGF-R1,27,1
172,FGF-R1,44,1
172,FGF-R1,20,10
175,FGF-R1,49,0.1
175,FGF-R1,8,1
175,FGF-R1,3,10
207,FGF-R1,20,1
208,FGF-R1,3,10
219,FGF-R1,20,0.1
219,FGF-R1,8,1
259,FGF-R1,10,1
259,FGF-R1,2,10
279,FGF-R1,17,1
294,FGF-R1,8,10
294,FGF-R1,27,1
300,FGF-R1,2,1
300,FGF-R1,19,0.1
313,FGF-R1,4,1
313,FGF-R1,12,0.1
320,FGF-R1,49,0.1
320,FGF-R1,9,1
18,GCK,8,10
18,GCK,37,1
26,GCK,21,0.1
26,GCK,10,1
35,GCK,9,1
35,GCK,29,0.1
35,GCK,5,10
41,GCK,7,10
41,GCK,43,1
46,GCK,48,10
46,GCK,21,25
63,GCK,48,1
63,GCK,8,10
64,GCK,24,1
64,GCK,8,10
66,GCK,4,1
66,GCK,3,10
96,GCK,4,10
96,GCK,15,1
119,GCK,6,10
119,GCK,7,1
127,GCK,11,0.1
127,GCK,4,1
133,GCK,2,5
133,GCK,30,1
139,GCK,24,0.1
139,GCK,8,1
142,GCK,8,0.2
142,GCK,5,1
146,GCK,3,1
146,GCK,1,10
146,GCK,8,0.1
149,GCK,12,0.1
149,GCK,5,1
166,GCK,7,0.1
166,GCK,6,1
166,GCK,5,10
172,GCK,12,10
172,GCK,39,1
178,GCK,44,10
180,GCK,37,0.1
180,GCK,11,1
180,GCK,3,10
207,GCK,43,1
208,GCK,7,10
220,GCK,11,10
220,GCK,22,1
252,GCK,20,1
252,GCK,45,0.1
259,GCK,45,1
259,GCK,17,10
277,GCK,9,10
277,GCK,12,1
277,GCK,24,0.1
279,GCK,3,1
280,GCK,4,1
280,GCK,5,10
289,GCK,6,0.01
289,GCK,4,0.1
289,GCK,2,1
293,GCK,20,100
294,GCK,1,10
294,GCK,4,1
313,GCK,0,1
313,GCK,1,0.1
319,GCK,49,0.1
319,GCK,14,1
319,GCK,3,10
320,GCK,39,0.1
320,GCK,11,1
329,GCK,4,1
329,GCK,9,0.1
339,GCK,3,10
339,GCK,8,1
341,GCK,13,1
344,GCK,40,1
345,GCK,34,1
349,GCK,34,1
10,GSK3 beta ,3,1
11,GSK3 beta ,3,10
12,GSK3 beta ,2,1
12,GSK3 beta ,1,10
25,GSK3 beta ,11,0.1
25,GSK3 beta ,7,1
25,GSK3 beta ,3,10
33,GSK3 beta ,1,1
33,GSK3 beta ,1,10
47,GSK3 beta ,2,10
49,GSK3 beta ,24,0.1
55,GSK3 beta ,42,10
67,GSK3 beta ,3,1
72,GSK3 beta ,30,
72,GSK3 beta ,25,
91,GSK3 beta ,37,10
91,GSK3 beta ,46,0.1
91,GSK3 beta ,41,1
92,GSK3 beta ,46,10
96,GSK3 beta ,4,0.1
96,GSK3 beta ,1,10
96,GSK3 beta ,1,1
100,GSK3 beta ,34,1
100,GSK3 beta ,12,10
101,GSK3 beta ,-3,10
102,GSK3 beta ,5,2
102,GSK3 beta ,4,10
129,GSK3 beta ,11,10
129,GSK3 beta ,47,1
135,GSK3 beta ,38,1
135,GSK3 beta ,10,10
172,GSK3 beta ,24,1
172,GSK3 beta ,6,10
208,GSK3 beta ,1,10
219,GSK3 beta ,37,0.1
219,GSK3 beta ,6,1
221,GSK3 beta ,31,100
279,GSK3 beta ,5,1
280,GSK3 beta ,15,1
280,GSK3 beta ,16,10
294,GSK3 beta ,4,10
294,GSK3 beta ,2,1
313,GSK3 beta ,0,1
313,GSK3 beta ,2,0.1
6,HER4,33,10
6,HER4,8,100
66,HER4,14,1
66,HER4,13,10
90,HER4,24,1
90,HER4,18,10
96,HER4,15,10
96,HER4,40,1
141,HER4,27,10
152,HER4,49,1
154,HER4,3,10
154,HER4,25,1
208,HER4,10,10
211,HER4,5,10
211,HER4,8,1
211,HER4,7,0.1
259,HER4,36,1
259,HER4,7,10
313,HER4,4,1
313,HER4,16,0.1
328,HER4,6,1
328,HER4,27,0.1
329,HER4,1,1
329,HER4,9,0.1
342,HER4,23,1
342,HER4,16,10
66,HIPK1,34,1
66,HIPK1,7,10
91,HIPK1,5,10
91,HIPK1,45,0.1
91,HIPK1,42,1
95,HIPK1,48,10
96,HIPK1,8,10
96,HIPK1,23,1
172,HIPK1,8,10
172,HIPK1,35,1
207,HIPK1,33,1
208,HIPK1,26,10
219,HIPK1,44,0.1
219,HIPK1,17,1
279,HIPK1,30,1
294,HIPK1,10,10
294,HIPK1,47,1
310,HIPK1,3,1
310,HIPK1,7,0.1
313,HIPK1,0,1
313,HIPK1,2,0.1
12,HIPK2,29,1
12,HIPK2,7,10
16,HIPK2,14,10
25,HIPK2,33,0.1
25,HIPK2,7,1
25,HIPK2,1,10
41,HIPK2,11,10
41,HIPK2,41,1
43,HIPK2,15,10
49,HIPK2,27,0.1
52,HIPK2,38,1
52,HIPK2,4,10
64,HIPK2,49,1
64,HIPK2,32,10
73,HIPK2,43,5
73,HIPK2,38,10
73,HIPK2,7,50
77,HIPK2,41,20
78,HIPK2,43,100
91,HIPK2,5,10
91,HIPK2,14,0.1
91,HIPK2,13,1
96,HIPK2,47,0.1
96,HIPK2,8,10
96,HIPK2,14,1
101,HIPK2,14,10
103,HIPK2,47,10
103,HIPK2,37,20
114,HIPK2,34,1
138,HIPK2,11,10
138,HIPK2,22,1
149,HIPK2,7,10
149,HIPK2,26,0.1
149,HIPK2,14,1
160,HIPK2,28,1
160,HIPK2,8,10
172,HIPK2,8,10
172,HIPK2,12,1
208,HIPK2,5,10
219,HIPK2,31,0.1
219,HIPK2,10,1
221,HIPK2,42,100
279,HIPK2,23,1
280,HIPK2,25,1
280,HIPK2,24,10
294,HIPK2,3,10
294,HIPK2,14,1
313,HIPK2,2,1
313,HIPK2,4,0.1
339,HIPK2,13,10
339,HIPK2,43,1
344,HIPK2,15,1
349,HIPK2,45,1
352,HIPK2,47,1
353,HIPK2,40,1
16,HIPK3,21,10
66,HIPK3,24,1
66,HIPK3,4,10
91,HIPK3,17,10
91,HIPK3,30,0.1
91,HIPK3,31,1
101,HIPK3,41,10
133,HIPK3,33,5
133,HIPK3,37,1
172,HIPK3,11,10
172,HIPK3,49,1
208,HIPK3,13,10
294,HIPK3,11,10
294,HIPK3,37,1
313,HIPK3,0,1
313,HIPK3,1,0.1
344,HIPK3,47,1
352,HIPK3,44,1
25,IGF-1R,49,0.1
25,IGF-1R,33,1
25,IGF-1R,1,10
43,IGF-1R,19,10
66,IGF-1R,49,0.1
66,IGF-1R,3,1
66,IGF-1R,0,10
91,IGF-1R,2,10
91,IGF-1R,2,0.1
91,IGF-1R,2,1
96,IGF-1R,2,10
96,IGF-1R,41,1
172,IGF-1R,37,1
172,IGF-1R,3,10
208,IGF-1R,1,10
222,IGF-1R,8,10
222,IGF-1R,47,1
259,IGF-1R,4,1
259,IGF-1R,3,10
279,IGF-1R,17,1
280,IGF-1R,10,1
280,IGF-1R,6,10
290,IGF-1R,32,1
290,IGF-1R,38,10
291,IGF-1R,35,1
291,IGF-1R,8,10
300,IGF-1R,3,1
300,IGF-1R,12,0.1
313,IGF-1R,4,1
313,IGF-1R,8,0.1
319,IGF-1R,47,0.1
319,IGF-1R,4,1
319,IGF-1R,1,10
339,IGF-1R,46,10
339,IGF-1R,49,1
14,IKK beta ,28,1
14,IKK beta ,12,10
43,IKK beta ,21,10
63,IKK beta ,15,1
63,IKK beta ,8,10
92,IKK beta ,4,10
103,IKK beta ,28,10
103,IKK beta ,17,20
114,IKK beta ,48,1
134,IKK beta ,44,10
134,IKK beta ,11,30
172,IKK beta ,3,10
172,IKK beta ,6,1
173,IKK beta ,4,10
173,IKK beta ,6,1
201,IKK beta ,16,1
201,IKK beta ,33,0.1
208,IKK beta ,11,10
294,IKK beta ,14,10
294,IKK beta ,35,1
23,IKK epsilon ,37,1
23,IKK epsilon ,3,10
26,IKK epsilon ,40,0.01
26,IKK epsilon ,0,10
26,IKK epsilon ,9,0.1
26,IKK epsilon ,5,1
43,IKK epsilon ,27,10
64,IKK epsilon ,9,1
64,IKK epsilon ,6,10
66,IKK epsilon ,19,0.1
66,IKK epsilon ,2,1
66,IKK epsilon ,2,10
119,IKK epsilon ,21,10
119,IKK epsilon ,33,1
127,IKK epsilon ,6,10
127,IKK epsilon ,8,0.1
127,IKK epsilon ,9,1
139,IKK epsilon ,4,10
139,IKK epsilon ,41,0.1
139,IKK epsilon ,20,1
172,IKK epsilon ,6,10
172,IKK epsilon ,15,1
175,IKK epsilon ,25,0.1
175,IKK epsilon ,3,1
175,IKK epsilon ,1,10
202,IKK epsilon ,23,1
202,IKK epsilon ,34,0.1
208,IKK epsilon ,14,10
219,IKK epsilon ,28,0.1
219,IKK epsilon ,18,1
279,IKK epsilon ,32,1
289,IKK epsilon ,6,0.01
289,IKK epsilon ,1,0.1
289,IKK epsilon ,2,1
294,IKK epsilon ,1,10
294,IKK epsilon ,8,1
313,IKK epsilon ,2,1
313,IKK epsilon ,18,0.1
317,IKK epsilon ,2,1
317,IKK epsilon ,15,0.1
329,IKK epsilon ,6,1
329,IKK epsilon ,46,0.1
352,IKK epsilon ,26,1
353,IKK epsilon ,30,1
355,IKK epsilon ,44,1
356,IKK epsilon ,34,1
35,IR,40,1
35,IR,46,0.1
35,IR,22,10
91,IR,1,10
91,IR,19,0.1
91,IR,14,1
97,IR,42,10
119,IR,29,10
119,IR,35,1
142,IR,41,0.1
142,IR,11,10
142,IR,40,0.2
142,IR,20,1
172,IR,20,1
172,IR,3,10
207,IR,45,1
208,IR,1,10
259,IR,17,1
259,IR,22,10
280,IR,16,1
280,IR,13,10
290,IR,19,1
290,IR,2,10
300,IR,5,1
300,IR,8,0.1
313,IR,2,1
313,IR,8,0.1
65,IRAK1,11,1
65,IRAK1,15,0.1
66,IRAK1,2,10
119,IRAK1,1,10
119,IRAK1,2,1
175,IRAK1,24,0.1
175,IRAK1,4,1
175,IRAK1,2,10
208,IRAK1,2,10
219,IRAK1,19,0.1
219,IRAK1,5,1
252,IRAK1,5,1
252,IRAK1,26,0.1
258,IRAK1,8,1
258,IRAK1,18,0.1
259,IRAK1,41,1
259,IRAK1,12,10
279,IRAK1,11,1
280,IRAK1,31,1
280,IRAK1,31,10
289,IRAK1,15,0.01
289,IRAK1,2,0.1
289,IRAK1,3,1
294,IRAK1,6,10
294,IRAK1,6,1
313,IRAK1,3,1
313,IRAK1,9,0.1
339,IRAK1,5,10
339,IRAK1,25,1
341,IRAK1,48,1
64,IRAK4,13,1
64,IRAK4,6,10
65,IRAK4,2,10
65,IRAK4,6,1
65,IRAK4,6,0.1
66,IRAK4,2,1
66,IRAK4,3,10
91,IRAK4,2,10
91,IRAK4,5,0.1
91,IRAK4,3,1
96,IRAK4,16,10
96,IRAK4,40,1
119,IRAK4,6,10
119,IRAK4,10,1
133,IRAK4,9,5
133,IRAK4,47,1
139,IRAK4,9,0.1
139,IRAK4,5,1
146,IRAK4,12,1
146,IRAK4,12,10
146,IRAK4,20,0.1
154,IRAK4,11,10
154,IRAK4,38,1
207,IRAK4,15,1
208,IRAK4,3,10
258,IRAK4,8,1
258,IRAK4,34,0.1
259,IRAK4,43,1
259,IRAK4,16,10
279,IRAK4,33,1
289,IRAK4,7,0.01
289,IRAK4,7,0.1
289,IRAK4,4,1
294,IRAK4,8,10
294,IRAK4,26,1
313,IRAK4,7,1
313,IRAK4,6,0.1
320,IRAK4,42,0.1
320,IRAK4,10,1
341,IRAK4,28,1
10,IRR,37,1
11,IRR,45,10
25,IRR,35,0.1
25,IRR,16,1
25,IRR,5,10
41,IRR,24,10
41,IRR,39,1
43,IRR,28,10
61,IRR,37,1
61,IRR,33,10
66,IRR,29,0.1
66,IRR,19,1
66,IRR,2,10
96,IRR,19,10
96,IRR,23,1
97,IRR,40,10
101,IRR,31,10
169,IRR,45,1
169,IRR,39,10
208,IRR,4,10
279,IRR,16,1
280,IRR,29,1
280,IRR,25,10
289,IRR,47,0.01
289,IRR,12,0.1
289,IRR,9,1
294,IRR,9,10
294,IRR,23,1
313,IRR,6,1
313,IRR,19,0.1
26,JAK2,7,0.1
26,JAK2,2,1
63,JAK2,11,1
63,JAK2,9,10
64,JAK2,34,1
64,JAK2,18,10
66,JAK2,1,1
66,JAK2,3,10
83,JAK2,8,10
83,JAK2,8,1
95,JAK2,27,10
119,JAK2,0,10
119,JAK2,2,1
127,JAK2,14,0.1
127,JAK2,6,1
139,JAK2,29,0.1
139,JAK2,7,1
146,JAK2,24,0.1
149,JAK2,13,0.1
149,JAK2,7,1
172,JAK2,2,1
172,JAK2,1,10
173,JAK2,4,10
173,JAK2,27,1
175,JAK2,3,0.1
175,JAK2,2,1
175,JAK2,-8,10
189,JAK2,2,1
189,JAK2,3,0.1
202,JAK2,14,1
202,JAK2,41,0.1
204,JAK2,4,0.1
204,JAK2,3,1
205,JAK2,17,10
207,JAK2,42,1
208,JAK2,5,10
213,JAK2,9,10
213,JAK2,8,1
214,JAK2,8,10
214,JAK2,5,1
219,JAK2,4,0.1
219,JAK2,3,1
220,JAK2,31,10
220,JAK2,26,1
259,JAK2,21,1
259,JAK2,8,10
279,JAK2,27,1
289,JAK2,10,0.01
289,JAK2,12,0.1
289,JAK2,7,1
293,JAK2,30,100
294,JAK2,4,10
294,JAK2,12,1
300,JAK2,5,1
300,JAK2,22,0.1
310,JAK2,10,1
310,JAK2,39,0.1
313,JAK2,3,1
313,JAK2,3,0.1
320,JAK2,27,0.1
320,JAK2,10,1
71,JNK1,38,1
114,JNK1,22,1
208,JNK1,6,10
222,JNK1,2,10
222,JNK1,21,1
252,JNK1,4,1
252,JNK1,9,0.1
253,JNK1,6,1
253,JNK1,13,0.1
294,JNK1,9,10
294,JNK1,34,1
20,JNK2,27,0.1
20,JNK2,4,1
114,JNK2,24,1
208,JNK2,21,10
222,JNK2,7,10
222,JNK2,25,1
294,JNK2,12,10
294,JNK2,41,1
313,JNK2,16,1
313,JNK2,41,0.1
66,JNK3,3,1
66,JNK3,5,10
71,JNK3,43,1
114,JNK3,47,1
172,JNK3,35,10
172,JNK3,41,1
208,JNK3,15,10
222,JNK3,13,10
222,JNK3,23,1
252,JNK3,16,1
252,JNK3,15,0.1
253,JNK3,13,1
253,JNK3,14,0.1
294,JNK3,12,10
294,JNK3,48,1
2,Lck,30,1
2,Lck,6,10
3,Lck,18,1
3,Lck,3,10
16,Lck,27,10
25,Lck,44,0.1
25,Lck,10,1
25,Lck,3,10
44,Lck,10,3
47,Lck,27,10
48,Lck,7,10
48,Lck,29,1
62,Lck,49,25
64,Lck,35,1
64,Lck,33,10
66,Lck,43,0.1
66,Lck,6,1
66,Lck,10,10
67,Lck,29,1
69,Lck,30,10
89,Lck,33,0.1
89,Lck,6,1
89,Lck,2,10
90,Lck,30,0.1
90,Lck,6,1
90,Lck,2,10
91,Lck,5,10
91,Lck,43,0.1
91,Lck,13,1
115,Lck,11,1
115,Lck,4,10
119,Lck,12,10
119,Lck,12,1
122,Lck,49,0.01
125,Lck,10,1
125,Lck,2,10
130,Lck,28,1
130,Lck,10,10
149,Lck,4,10
149,Lck,36,0.1
149,Lck,42,1
172,Lck,16,1
172,Lck,3,10
175,Lck,27,0.1
175,Lck,4,1
175,Lck,5,10
207,Lck,43,1
208,Lck,6,10
211,Lck,9,10
211,Lck,14,1
211,Lck,22,0.1
219,Lck,10,0.1
219,Lck,4,1
223,Lck,17,10
223,Lck,32,1
259,Lck,24,1
259,Lck,7,10
277,Lck,6,10
277,Lck,1,1
277,Lck,13,0.1
279,Lck,9,1
289,Lck,44,0.01
289,Lck,13,0.1
289,Lck,3,1
300,Lck,7,1
300,Lck,10,0.1
313,Lck,0,1
313,Lck,1,0.1
328,Lck,1,1
328,Lck,1,0.1
329,Lck,1,1
329,Lck,1,0.1
341,Lck,21,1
66,LKB1,11,1
66,LKB1,11,10
149,LKB1,39,0.1
149,LKB1,17,1
208,LKB1,11,10
279,LKB1,46,1
119,MAP4K3,3,10
119,MAP4K3,1,1
279,MAP4K3,6,1
280,MAP4K3,34,1
280,MAP4K3,29,10
289,MAP4K3,3,0.01
289,MAP4K3,2,0.1
289,MAP4K3,1,1
294,MAP4K3,-1,10
294,MAP4K3,-1,1
310,MAP4K3,2,1
310,MAP4K3,11,0.1
313,MAP4K3,1,1
313,MAP4K3,2,0.1
329,MAP4K3,1,1
329,MAP4K3,3,0.1
341,MAP4K3,0,1
345,MAP4K3,39,1
349,MAP4K3,25,1
352,MAP4K3,8,1
353,MAP4K3,38,1
355,MAP4K3,4,1
356,MAP4K3,2,1
119,MAP4K5,4,10
119,MAP4K5,4,1
279,MAP4K5,7,1
289,MAP4K5,10,0.01
289,MAP4K5,7,0.1
289,MAP4K5,4,1
294,MAP4K5,-1,10
294,MAP4K5,4,1
310,MAP4K5,5,1
310,MAP4K5,5,0.1
313,MAP4K5,3,1
313,MAP4K5,2,0.1
328,MAP4K5,3,1
328,MAP4K5,22,0.1
329,MAP4K5,1,1
329,MAP4K5,0,0.1
341,MAP4K5,6,1
343,MAP4K5,39,1
344,MAP4K5,39,1
345,MAP4K5,34,1
349,MAP4K5,13,1
354,MAP4K5,8,1
354,MAP4K5,31,0.1
355,MAP4K5,18,1
356,MAP4K5,19,1
43,MAPKAP-K2 ,22,10
47,MAPKAP-K2 ,20,10
66,MAPKAP-K2 ,4,0.1
66,MAPKAP-K2 ,2,1
66,MAPKAP-K2 ,0,10
71,MAPKAP-K2 ,28,1
98,MAPKAP-K2 ,34,10
98,MAPKAP-K2 ,8,20
208,MAPKAP-K2 ,1,10
262,MAPKAP-K2 ,24,0.1
262,MAPKAP-K2 ,9,1
262,MAPKAP-K2 ,2,10
289,MAPKAP-K2 ,19,0.01
289,MAPKAP-K2 ,0,0.1
289,MAPKAP-K2 ,-1,1
293,MAPKAP-K2 ,40,100
313,MAPKAP-K2 ,14,1
313,MAPKAP-K2 ,36,0.1
66,MAPKAP-K3,49,1
66,MAPKAP-K3,11,10
133,MAPKAP-K3,10,5
133,MAPKAP-K3,26,1
205,MAPKAP-K3,41,10
208,MAPKAP-K3,33,10
26,MARK1,13,0.1
26,MARK1,8,1
64,MARK1,33,1
64,MARK1,31,10
66,MARK1,6,1
66,MARK1,16,10
156,MARK1,11,10
156,MARK1,40,1
202,MARK1,9,1
202,MARK1,16,0.1
208,MARK1,23,10
259,MARK1,36,1
259,MARK1,13,10
279,MARK1,46,1
289,MARK1,11,0.01
289,MARK1,5,0.1
289,MARK1,5,1
294,MARK1,1,10
294,MARK1,9,1
300,MARK1,21,1
300,MARK1,25,0.1
320,MARK1,41,0.1
320,MARK1,10,1
341,MARK1,14,1
26,MARK2,10,0.1
26,MARK2,5,1
64,MARK2,39,1
64,MARK2,35,10
66,MARK2,24,1
66,MARK2,20,10
202,MARK2,10,1
202,MARK2,27,0.1
208,MARK2,38,10
259,MARK2,27,1
259,MARK2,6,10
279,MARK2,34,1
289,MARK2,11,0.01
289,MARK2,5,0.1
289,MARK2,4,1
294,MARK2,2,10
294,MARK2,11,1
300,MARK2,8,1
300,MARK2,12,0.1
320,MARK2,42,0.1
320,MARK2,12,1
341,MARK2,31,1
23,MARK3,35,1
23,MARK3,7,10
25,MARK3,16,0.1
25,MARK3,5,1
25,MARK3,3,10
26,MARK3,12,0.01
26,MARK3,2,10
26,MARK3,6,0.1
26,MARK3,3,1
43,MARK3,6,10
49,MARK3,16,0.1
53,MARK3,49,1
64,MARK3,31,1
64,MARK3,41,10
66,MARK3,8,0.1
66,MARK3,5,1
66,MARK3,1,10
67,MARK3,36,1
71,MARK3,29,1
114,MARK3,49,1
119,MARK3,38,10
119,MARK3,35,1
122,MARK3,5,0.01
127,MARK3,5,10
127,MARK3,35,0.1
127,MARK3,18,1
172,MARK3,47,1
172,MARK3,16,10
202,MARK3,1,1
202,MARK3,15,0.1
208,MARK3,1,10
219,MARK3,41,0.1
219,MARK3,16,1
222,MARK3,14,10
222,MARK3,49,1
259,MARK3,34,1
259,MARK3,7,10
279,MARK3,26,1
280,MARK3,49,1
280,MARK3,44,10
289,MARK3,7,0.01
289,MARK3,3,0.1
289,MARK3,2,1
294,MARK3,4,10
294,MARK3,7,1
300,MARK3,1,1
300,MARK3,2,0.1
310,MARK3,10,1
310,MARK3,41,0.1
313,MARK3,13,1
313,MARK3,46,0.1
320,MARK3,18,0.1
320,MARK3,4,1
341,MARK3,8,1
26,MARK4,15,0.1
26,MARK4,9,1
66,MARK4,7,1
